id_work_company,work_company
1099,기광산업(주)
1100,(주)원봉
1101,제일엠앤이 (주)
1102,서운에스엠(주)
1103,한국열연(주)
1104,(주)컴윈스
1105,주식회사타워피엠씨
1106,(주)백경비엠에스
1107,(주)파워텍
1108,주식회사인화에이치엔씨
1109,주식회사효준베스트진테크
1110,(주)경진관리
1111,우양산업개발(주)힐튼경주지점
1112,(주)경은
1113,성진자산관리(주)
1114,엠제이엠엔에스(MJM&S)
1115,주식회사삼성
1116,주식회사지훈산업
1117,화인산업(주)
1118,주식회사백진하이텍
1119,첨단메탈코팅주식회사
1120,주식회사 미광
1121,(주)와이아이테크
1122,주식회사 와이비솔루션
1123,(주)신도산업
1124,(주)아이엔씨하이텍(대구지점)
1125,새론오토모티브(주)
1126,유한회사영도이엔지
1127,(유)대원산업기술
1128,태양아트
1129,세명금속(주)
1130,주식회사서경에스디티
1131,한국후레임
1132,주식회사우주플레이팅
1133,주식회사영광와이케이엠씨
1134,(주)세레코
1135,건영산업(주)
1136,삼정크린마스터(주)
1137,(주)진태옥
1138,주식회사 가나
1139,아기자기
1140,한국지공(주)
1141,삼창기업(주)
1142,일신소재(주)
1143,번창기업
1144,(주)태성테크놀로지
1145,주식회사대돈엔지니어링
1146,(주)피엔에스케미칼
1147,케이씨글라스(주)
1148,두원산업(주)
1149,(주)에이씨티로지스틱스
1150,(주)그린
1151,(주)카펙발레오
1152,건영테크(주)
1153,금호공업(주)
1154,(주)이룸에프앤씨
1155,삼일스텐제작
1156,주식회사 대경에스
1157,재문기업
1158,유한회사 장성테크
1159,유한회사태양이엔지
1160,디앤디코리아주식회사
1161,주식회사 에코크레이션
1162,주신산업(주)
1163,JY테크
1164,케이지모빌리티 서귀포서비스프라자
1165,에이스디젤
1166,주식회사남인천현대써비스
1167,쌍용점기아오토큐
1168,상동점현대자동차
1169,티엠(TM)모터스
1170,(주)태영교통
1171,스카이모터스
1172,(유)금강자동차공업사
1173,현대지게차구미판매
1174,미스터엠(Mr.M)
1175,현대자동차블루핸즈구영점
1176,주식회사대성단조
1177,주식회사 제이피솔루션
1178,(주)금호테크
1179,(주)제이케스팅
1180,주식회사명성종합관리
1181,현성기업(주)
1182,(주)동성오에이
1183,"주식회사 에이피셀(A.P.Shell co ,ltd)"
1184,영진이엔지
1185,조이엔지니어링
1186,케이엘테크
1187,(주)금송진산기계
1188,영신전기공업주식회사
1189,(주)제일방화문
1190,경보단조
1191,(주)동진금속김천
1192,씨에이치(CH)금속
1193,(주)성남기업
1194,한라테크주식회사
1195,도시가스 중앙센터
1196,주식회사포머스
1197,가덕산업
1198,주식회사아이네오스
1199,그린테이블
1200,(주)문주하드웨어
1201,주식회사다산퍼스
1202,삼양수출포장
1203,제일퍼니처
1204,주식회사 명성우드
1205,세현침대
1206,주식회사 소우
1207,(주)디에스피
1208,(주)프리마
1209,베크시스템주식회사
1210,누림
1211,주식회사토탈퍼니쳐
1212,디자인이음
1213,우드팸
1214,이서가구
1215,주식회사에이스썬팀솔루션
1216,루안이네김포점리퍼브매장
1217,주식회사미래디자인
1218,(주)리골드
1219,(주)페코
1220,(주)세원시스템
1221,(주)에스아이플렉스
1222,(유)포리코리아
1223,(주)현진패키지
1224,대용산업
1225,유진코퍼레이션(주)
1226,(주)칼테크
1227,케이에이치엠티(주)
1228,에이에프더블류(주)
1229,(주)루켄테크놀러지스
1230,(주)월자제지
1231,(주)용호지대
1232,한국폼팩
1233,주식회사 영광제지
1234,코리아펙주식회사
1235,"주식회사캠프투(CAMP2Co.,Ltd)"
1236,(주)교하산업
1237,주현월텍
1238,(주)페이퍼그린(Papergreen Inc.)
1239,(주)성일정판
1240,주식회사성심커버링
1241,제이엘팩
1242,신양큐비스
1243,협성하이팩
1244,한결피앤씨(P&C)
1245,농업회사법인주식회사에스케이팜
1246,주식회사사람과비젼
1247,(주)제일지대
1248,(주)삼미
1249,고려포장
1250,(주)대욱케스트
1251,주식회사디엔에스
1252,남광기획
1253,주식회사 새빛
1254,(주)엠플러스디엔티
1255,사인뱅크
1256,대흥실업주식회사
1257,주식회사대신
1258,주식회사미래티엠에스
1259,대한화학공업사
1260,일광식품(주)
1261,공영산업(주)
1262,주식회사포이베
1263,(주)이튼
1264,주식회사드론코리아아카데미
1265,(주)하얀티슈
1266,㈜억스코리아
1267,제이엠글로벌㈜
1268,주식회사성림에이앤피
1269,㈜제이앤씨트레이딩
1270,㈜모젠컴퍼니
1271,㈜벡테크
1272,판타펫코리아
1273,삼흥문화
1274,주식회사백스코
1275,(주)큐팩
1276,아이엔
1277,주식회사아이팩피앤디
1278,대산산업
1279,강원
1280,개미실업
1281,대일정밀
1282,주식회사 대신스틸
1283,(주) 주원에이치티엘
1284,폐전선구리산업(주)
1285,제이비(주)
1286,(주)디.엠테크
1287,(주)한국주조
1288,에이스정밀
1289,폐전선구리산업(주)중부지점
1290,세림의료기
1291,스케일존(SCALE ZONE)
1292,대명
1293,주식회사 제이디그로벌
1294,주식회사이앤씨연천
1295,(주) 지아이리테일
1296,(주)농심
1297,신승트랜스
1298,삼성엔지니어링
1299,(주)미래생명자원이천공장
1300,(주)신흥
1301,제일폴리캠(주)새만금공장
1302,주식회사 세종전기안전관리단
1303,서림주택관리(주)
1304,부강주택관리(주)
1305,한전산업개발(주)동해사업처
1306,스탠다드인터내셔널주식회사
1307,폴리텍주식회사(가산동지점)
1308,(주)케이제이인더스트리
1309,유한회사 다원이엔아이
1310,캐스코주식회사
1311,자이에스앤디(주)
1312,윈디텍주식회사
1313,주식회사 애즈원
1314,(주)엠텍정보통신공사
1315,(주)우리텍
1316,주식회사인포스텍
1317,(주)대원아이씨티
1318,주식회사에스아이비전
1319,대한신호(주)
1320,코아티엠에스
1321,(주)에이엘티
1322,(주)딥세일즈
1323,(주)에스티씨
1324,(주)소리와영상
1325,(주)하나아이씨티
1326,주식회사케이티서비스남부
1327,(주)카스하이퍼씨앤씨
1328,에스와이테크(SY Tech)
1329,연세대학교미래캠퍼스
1330,세종신호에너지주식회사
1331,(주)코리아와이드아이티에스
1332,(주)스카우트파트너스
1333,반석써치(주)
1334,(주)벤처피플
1335,메디맵 주식회사
1336,(주)크리에이텍
1337,금강산업(주)
1338,(주) 비엔씨테크
1339,주식회사 영빈산업 (포항)
1340,유한회사 삼보정보통신
1341,우리해양 주식회사
1342,일신씨엔에스 주식회사
1343,(주)가드시스템즈
1344,(주)혜성프로비젼
1345,삼성피씨프라자
1346,주식회사와이디시스템
1347,주식회사 에이토탈서비스
1348,주식회사성화에프티
1349,그린테크주식회사
1350,주식회사 이카플러그
1351,한승사무기
1352,주식회사 상하오에이
1353,교동열쇠・도장
1354,사인팩토리≪간판여기있다≫
1355,㈜지바이크
1356,제일엠앤이㈜
1357,로드801주식회사
1358,코웨이㈜
1359,나인투원
1360,(주)에이치에스코프레이션
1361,피지엠 주식회사
1362,주식회사 백억전자
1363,(주)청송상공
1364,(주)금진
1365,(주)나산전기산업
1366,주식회사전북반도체
1367,성화전기
1368,(주)지엔이(GNE)
1369,(주)등주인스트루먼트
1370,(주) 여해
1371,서연테크
1372,주식회사삼주전자
1373,(주)메가테크
1374,주식회사 한미테크
1375,주식회사디지탈테크
1376,대성전열
1377,주식회사타바라
1378,한성산전 주식회사
1379,주식회사신혁2공장
1380,(주)대흥기전
1381,(주)명성코리아테크놀러지
1382,다온산전 주식회사
1383,(주)젠풀코리아
1384,주식회사파이버프로
1385,더라이쳐스주식회사
1386,삼천산업(주)
1387,예성브레인주식회사
1388,주식회사마린콤
1389,한국앤컴퍼니(주)
1390,주식회사에이코
1391,(주)에스앤에스텍
1392,창덕전기
1393,주식회사인프라일렉
1394,문테크(MOONTECH)
1395,(유)연일중전기
1396,주식회사 대동전력
1397,성화조명
1398,두원전선주식회사
1399,신형이아이씨(주)
1400,(주)신안전력
1401,다경전력
1402,주식회사현대전기공사
1403,주식회사 썬에이치에스티
1404,주식회사 에스엠이엔지
1405,플러스시스템
1406,태강전력
1407,(주)동양테크윈
1408,주식회사송제전력
1409,주식회사 두리기술
1410,도우건설주식회사
1411,(주)하나기전
1412,유니컨트롤
1413,(주)다호전설
1414,우광(주)
1415,지티비(주)
1416,제이엔텍주식회사
1417,(주)씨에스글로비즈
1418,(사)보성스마트사업단
1419,(주)파인정보통신
1420,대신네트웍스주식회사
1421,주식회사유림인포텍
1422,주식회사 나래넷츠
1423,피엔네트웍스
1424,(주)씨엔앤시스템
1425,이지테크
1426,(주)천윤
1427,(주)이젠정보통신
1428,(주)영진에셋
1429,(주)비앤비포스
1430,다온솔루션
1431,한국신문잉크 주식회사
1432,(주)동화라이징
1433,(주)코스모텍
1434,(주)글리쉬
1435,(주)폴리피아
1436,주식회사현풍
1437,디와이플라테크
1438,주식회사삼영오토
1439,주식회사 보광리사이클
1440,세영폼
1441,주식회사홍우포장시스템
1442,태해영
1443,(주)플러버
1444,제이에이치산업(JH산업)
1445,주식회사가원인터내셔널
1446,유엔잡(주)
1447,(주)천보비엘에스
1448,그린테크
1449,주식회사시안슈프라
1450,주식회사 알앰
1451,주식회사 삼양폴리텍
1452,대양테크알주식회사
1453,"주식회사디와이솔브(DYSorbCO.,LTD)"
1454,한국에너지기계
1455,주식회사 예경켐텍
1456,"코스모폴 주식회사 COSMOPOL CO.,LTD"
1457,(주)일삼시화공장
1458,주식회사수안향장
1459,한공기술검사주식회사
1460,(주)동명오앤씨
1461,(주) 디에스단석 평택1공장
1462,주식회사 에스더블유에스
1463,주식회사성원오에스
1464,진온
1465,신한방직주식회사
1466,오아세 사회적협동조합
1467,주식회사아코플레닝
1468,진수산업(주)
1469,성원니트
1470,디이·에이텍스타일
1471,"류복순침구,솜틀집"
1472,주식회사삼보염공
1473,주식회사윈텍스
1474,중부기업
1475,(주)자양모방
1476,(주)금화텍스
1477,주식회사서원테크
1478,포러스무역(주)
1479,"주식회사엠에스텍스타일(Mstextile.Co.,Ltd)"
1480,동서식품(주)
1481,프레쉬몰
1482,노랑오리농업회사법인(주)
1483,(주)아일푸드
1484,칠곡양돈영농조합법인
1485,(주)대림씨푸드
1486,주식회사제이엠바이오
1487,(자)동명식품
1488,주식회사오그래농업회사법인
1489,몽고식품(주)창원1공장
1490,단미정농업회사법인주식회사
1491,주식회사 대륙푸드
1492,주식회사 온누리푸드텍
1493,"주식회사웰치즈(WellcheeseCo.,Ltd.)"
1494,주식회사 에스에이치푸드
1495,진보식품
1496,(주)장수씨푸드
1497,주식회사 위드식품
1498,잔다리마을공동체농업회사법인주식회사
1499,세명푸드
1500,주식회사 한미에프앤에프
1501,농업회사법인 깊은숲속행복한식품(주)
1502,쉐프파트너주식회사충주공장
1503,(주)에그리아
1504,주식회사벨르블랑제리
1505,주식회사한영식품
1506,주식회사슬로베이크비엔피
1507,시립영흥숲푸르지오어린이집
1508,주식회사 부일한우
1509,주식회사 에스제이씨리테일
1510,(주)정성미트
1511,주식회사엠에이씨컴퍼니
1512,농업회사법인조흥주식회사
1513,양심소
1514,장수천한방민물장어
1515,(주)정화실업
1516,세현푸드
1517,능원숯불갈비
1518,춘리(CHUN Li)
1519,덤마루돼지국밥
1520,황금돼지솥뚜껑삼겹살
1521,진미순대
1522,하동율림영농조합법인
1523,(주)부록
1524,낙원떡집
1525,자매돈
1526,바오담문래센터
1527,김미화코다리
1528,청담추어정
1529,햇살어린이집
1530,주식회사 교동씨엠
1531,(주)시민장례식장
1532,농업회사법인주식회사엘비
1533,라비베이커리 원주점
1534,로쏘
1535,주식회사베리
1536,호텔롯데
1537,㈜삼구에프에스
1538,주식회사 이단아
1539,오이지
1540,리스카페(Lee`s cafe)
1541,㈜에프지푸드
1542,비밀(BE.MEAL)
1543,㈜로와이드
1544,크린토피아안성지사
1545,모르리 가발
1546,(주)조움텍스타일
1547,주식회사 송정스마트
1548,남구인생후반전지원센터
1549,제이에스홈퍼니처
1550,지어드림
1551,주식회사 리폼하우스
1552,㈜티디에이치컴퍼니
1553,신성종합환경
1554,주식회사 동부그린
1555,(주)에코비트워터
1556,주식회사대경오앤티
1557,(주)대경에스코
1558,주식회사우용
1559,주식회사 대양환경기술
1560,파랑새
1561,(주)해동자원 북구사업소
1562,한국내화(주)
1563,(주)범우
1564,주식회사 케이아이엔티
1565,(주)대원리사이클링
1566,주식회사 에코이에스
1567,(주)락토메이슨
1568,"리뉴에너지대원 주식회사(renewenergy Daewon Co., Ltd.)"
1569,(주)미래리서스
1570,주식회사두솔
1571,(주) 부경이엔지
1572,에너지산업
1573,주식회사대신환경기술
1574,주식회사 케이에이치환경
1575,한종산업개발(주)
1576,(주)동명기술공단종합건축사사무소
1577,주식회사 에코비트에너지경산
1578,주식회사포웰
1579,(주)월드에너지
1580,새한건설(주)
1581,주식회사 지현건설
1582,동진개발주식회사
1583,(주)엘에스폼웍
1584,(주)한성건축엔지니어링
1585,도양기업주식회사
1586,주식회사 대덕
1587,풀하우스
1588,센텀구조안전 주식회사
1589,주식회사온바탕
1590,원일안전주식회사
1591,주식회사 산서
1592,태안특수건설(주)
1593,다인종합건설주식회사
1594,(주)보광엔지니어링
1595,에스지산업개발 주식회사
1596,(주)비오토건
1597,지호건설 주식회사
1598,(주)경성방재설비
1599,정선군산림조합
1600,주식회사세연이엔티
1601,(주)구츠
1602,유한회사이원마린
1603,동현정공주식회사
1604,성일테크(주)
1605,대한시스텍주식회사
1606,대륜환경기술주식회사
1607,해성엔지니어링(주)
1608,(주)엠씨엠
1609,주식회사부국테크
1610,(주)지엔티
1611,(주)래트론
1612,일성정공글로벌 주식회사
1613,주식회사 마스텍
1614,(주)삼에스코리아
1615,대산공업 주식회사
1616,주식회사 에이플러스공조
1617,황성공업(주)
1618,(주)엔텍인더스트리
1619,주식회사 테스크
1620,(주)삼락열처리김해지점
1621,바이오메딕스코리아
1622,주식회사엔아이네트웍스
1623,주식회사 진명솔루션
1624,그린베이크
1625,인천광역시의료원
1626,주식회사다원디앤아이
1627,경신홀딩스
1628,(주)인더스콘
1629,기술보증기금
1630,(주)뉴넷팝
1631,캐논코리아
1632,광동제약
1633,아이센스
1634,삼성중공업
1635,㈜루트비
1636,㈜퍼플랩스헬스케어
1637,주식회사우주로테크(UZUROTechInc.)
1638,㈜스페이드컴퍼니
1639,에스엠하이플러스㈜
1640,㈜알에스엔
1641,도이치모터스㈜
1642,웨이텍
1643,주식회사 장군소방기계
1644,(주)휴먼인프라
1645,주식회사경남안전기술단
1646,하나검사기술주식회사
1647,주식회사코인텍
1648,"주식회사에이치블루(H-BLUECo.,Ltd.)"
1649,우리방재 주식회사
1650,인천국제페리부두운영주식회사
1651,(주)화이온방재
1652,농업회사법인 주식회사 진성푸드
1653,주식회사맨투맨써비스
1654,(주)오성소방
1655,주식회사 정평이앤씨
1656,(주)상일기업
1657,푸른식품주식회사
1658,케이티텔레캅주식회사
1659,주식회사 이엠이앤씨
1660,(주)화경 영주충전소
1661,(합)삼진전기
1662,주식회사휴:콥
1663,(주)와이에스물류
1664,(주)아거스
1665,인코스
1666,주식회사앤티엘
1667,(주)아이티앤티
1668,주식회사호연소프트
1669,주식회사부영일렉트로닉스
1670,에이아이테크 주식회사
1671,주식회사에이로보틱스
1672,(주)쉬운기술
1673,(주)리본
1674,주식회사 두핸즈
1675,주식회사대은계전
1676,기아
1677,한국과학기술원부설고등과학원
1678,식품의약품안전평가원
1679,경북전문대학교
1680,일양약품
1681,친환경농업연구원(주)
1682,(주)코레쉬텍
1683,LSK systems
1684,㈜나노테크
1685,(주)코씨드바이오팜
1686,(주)테크엑스
1687,(주)엠디엑스케이
1688,세진전자통신㈜
1689,(주)테라온
1690,플로메디 주식회사
1691,(주)에이아이코리아
1692,수퍼빈(주)
1693,(주)이엠이앤씨
1694,(주)아이엠바이오로직스
1695,한화제약(주)
1696,(주)바이오리서치에이아이
1697,(주)제노스
1698,(주)신덕엔지니어링
1699,시큐어인공지능주식회사
1700,주식회사케이알넷
1701,(주)썬테크
1702,주식회사 지에이
1703,주식회사태융
1704,(주)인진시스텍
1705,(주)제이월드텍
1706,세종전기공업(주)
1707,봉화군조합공동사업법인
1708,주식회사 모스터일렉
1709,한전케이디엔(주)
1710,주식회사 더씨테크
1711,(주)웨디
1712,(주) 아이트릭스테크놀로지
1713,㈜테르텐
1714,주식회사유펜디
1715,(주)온메이커스
1716,(주)콤텍시스템
1717,(주) 유호스트
1718,주식회사유니버셜리프트앤히타치코리아
1719,주식회사태정이엔지
1720,(주)세진산업
1721,(주)오성엔지니어링
1722,주식회사 케미원스
1723,주식회사 현빈
1724,대양기전(주)
1725,(주)보람엔지니어링
1726,(주)성화휀스
1727,(주)벨란
1728,"주식회사금강메탈,계전"
1729,주식회사 영림
1730,에스엠하이텍주식회사
1731,(주)승호산업
1732,주식회사한국초음파
1733,씨제이전기(주)
1734,강원전자㈜
1735,로데슈바르즈코리아 주식회사
1736,㈜디비콤
1737,㈜누리플렉스
1738,㈜제이오텍
1739,㈜화진티엔아이
1740,주식회사원일환경안전연구원
1741,(주)한국환경리서치컨설팅
1742,주식회사 한국보건환경연구원
1743,"주식회사 한국나노오트(Korea Nano Ot Co.,Ltd)"
1744,SCT산기(주)
1745,일진유화공업주식회사
1746,진솔화학주식회사
1747,천광산업
1748,주식회사수엔테크
1749,이에스이엔지주식회사
1750,주식회사 더존환경연구소
1751,인당주식회사
1752,실내환경연구소주식회사
1753,주식회사케이보은제약
1754,주식회사크린스카이
1755,주식회사청우리텍경주지점
1756,(주)디앤블루션
1757,주식회사삼안환경측정
1758,서안켐텍(주)
1759,주식회사우진켐
1760,현대환경건설
1761,아트리아(주)
1762,장유여객터미널주식회사
1763,남한강마트
1764,롯데FRESH아차산점
1765,한살림춘천소비자생활협동조합
1766,일산왕식자재마트
1767,푸른두레소비자생활협동조합
1768,(주)원일유통 강천산(대구)휴게소
1769,대흥식품
1770,금성스파빌
1771,R-마트
1772,목포해상케이블카(주)(MokpoMarineCableCarCorporation)
1773,주식회사삼익에스
1774,안국산업(주) 곡성휴게소
1775,(주)제로코퍼레이션
1776,S마트
1777,짐-이(GYM-E)
1778,주식회사 참우돈미트
1779,대보유통(주) 부안(서울)휴게소
1780,주식회사 씨엔에스코리아
1781,(주)코렌텍
1782,베이비파스텔
1783,㈜휴먼이솔루션
1784,풍원스틸주식회사
1785,주식회사지앤지미트
1786,간석목재산업(주)
1787,미카주식회사
1788,씨앤에스포리마(주)
1789,주식회사이노엘엔씨
1790,(주)유니에스
1791,주식회사 모토닉 대구공장
1792,주식회사제일참
1793,주식회사 코센 음성공장
1794,주식회사 스마일푸드
1795,(주) 어센틱브랜즈코리아
1796,주식회사유맥
1797,주식회사스마일물류
1798,(주)대덕
1799,주식회사 더원플러스
1800,주식회사동우목재산업
1801,천일정공주식회사
1802,신화이엔피주식회사
1803,주식회사휴먼코아
1804,"(주)트리스 (Tris Tube co.,Ltd)"
1805,주식회사조영산업
1806,한국로스트왁스(주)
1807,(주)글로벌금융판매
1808,피플라이프 주식회사
1809,토스인슈어런스(주)
1810,파마라인(주)
1811,동진기업주식회사
1812,"유림툴스주식회사(URTCo.,Ltd)"
1813,주식회사 성광이엠알
1814,(주)대한후렉시블
1815,(주)신북리조트
1816,(주)골프프렌드
1817,이천축산업협동조합
1818,주식회사케이티에스
1819,주식회사 제니알
1820,(주)제일에이치케이
1821,주식회사텐시즌
1822,주식회사 예다움
1823,주식회사인텍
1824,샵바이허브원
1825,나랑푸드
1826,(합자)대창강업
1827,새마을철강농자재
1828,케이즈로지스주식회사
1829,주식회사 이투지
1830,주식회사 천미트
1831,(주)한성기계
1832,정다운노인복지센터
1833,베라체어린이집
1834,명산종합건재
1835,사단법인 전라남도지체장애인협회 장성군지회
1836,유한회사 에이에이치쉬레드
1837,대신정기화물상일영업소
1838,주식회사함께사는세상
1839,영진리사이클
1840,주은환경주식회사
1841,(주)에스앤씨로직스
1842,주식회사뉴대성
1843,주식회사 에코비트 로직스
1844,홍익
1845,주식회사 신우포스
1846,한샘인테리어두드림대리점
1847,농업회사법인 주식회사 웰스푸드
1848,주식회사 대현유통부천
1849,유안축산
1850,주식회사 예스윌
1851,주식회사태광특수지
1852,동남호
1853,또래종합식품
1854,주식회사좋은이웃마트
1855,주식회사대신포장
1856,(주)그린렌탈
1857,유신메라민(주)
1858,가람유통
1859,(주)에스엠텍
1860,일신프런티어주식회사
1861,와디즈주식회사
1862,(주)나눔테크
1863,주식회사에코맘의산골이유식농업회사법인
1864,오케이114(주)안동지점
1865,주식회사피에스네트웍스
1866,아라컴퍼니
1867,서림
1868,주식회사보문북항아이시주유소
1869,주식회사케이지디사능역주유소
1870,오산태양주유소
1871,주식회사경신바이오
1872,주식회사 제이플러스시스템
1873,주식회사 디온스팩토리
1874,(주)일성인더스트리
1875,내트럭주식회사
1876,구리LPG충전소
1877,주식회사 베이킹조이
1878,(주)온누리렌트카
1879,대제종합물류센터
1880,(주)비투비앤씨
1881,(주)키친마루
1882,서창산업(주)용인(강릉방향)주유소
1883,주식회사해드림
1884,동안동농업협동조합
1885,주식회사 랜드마크코리아
1886,(주)바다사나이
1887,주식회사티아이시스템
1888,쿠팡풀필먼트서비스 유한회사(Coupang Fulfillment Services Ltd.)
1889,주식회사 오렌지식자재마트
1890,주식회사달팽이리빙
1891,가산농협판매장
1892,대풍농자재마트
1893,한터 365
1894,주식회사무진무역
1895,주식회사 에스앤비코퍼레이션
1896,부산요트투어
1897,주식회사아이엠엑스로지스
1898,주식회사에스티아이
1899,㈜건창축산유통
1900,퓨리시스
1901,(주)명일농산
1902,(주)미래안전
1903,(주)유얼키친
1904,(주)미트이노베이션
1905,(주)에이치에스해운
1906,미트벨리
1907,드림케어
1908,(주)그린팩
1909,(주)씨엠에스로지스틱스그룹코리아
1910,주식회사 네버엔딩플레이
1911,주식회사 엘엠피이컴퍼니
1912,유한회사예술이꽃피우다
1913,자유의 길
1914,에이투지
1915,(주)뽀로로파크
1916,(사)한국직업건강간호협회
1917,노마드나우
1918,(주)온앤미
1919,㈜인터오리진
1920,오산남부청소년문화의집
1921,주식회사 유엘엔터테인먼트
1922,아이친구
1923,삼남개발(주)
1924,(주)세계사컨텐츠그룹
1925,유창개발(주)
1926,(주)스튜디오쉘터
1927,(주)애드플래닛커뮤니케이션
1928,(주)펜앤드마이크
1929,㈜셀트리온
1930,(주)알에스미디어
1931,주식회사조아에이전시
1932,(주)중부매일신문
1933,신소재경제신문
1934,언론협동조합 춘천사람들
1935,(주)뮤직플랫
1936,(주)밸류마크
1937,(주)썬더테크놀로지
1938,(주)제이원유니콘
1939,다담디자인
1940,주식회사 라움디자인
1941,탐나도가 주식회사
1942,주식회사 창의와날개
1943,(주)동명기획
1944,신성AD&C
1945,(주)렌즈맘
1946,네오뮤즈
1947,르망고 주식회사
1948,(주)제황
1949,에스티밴드(STBAND)
1950,주식회사티엔케이
1951,식스퍼즐
1952,21세기광고기획
1953,(주)열린기획
1954,대림기업
1955,주식회사썬로드테크
1956,유원텍스
1957,이수디자인
1958,쿠퍼스탠다드코리아유한회사
1959,주식회사러쉬엔터테인먼트
1960,(주)흐름코퍼레이션
1961,주식회사꽁지삼촌
1962,유니스텝스(주)
1963,이투엠(E2M)
1964,주식회사컬러풀솔루션
1965,주식회사이지베이션(EZVATIONInc.)
1966,다온수산
1967,대성
1968,(주)월드블라인드
1969,독도철강목재
1970,미엔우드주식회사
1971,(주)스미스에스쓰리
1972,주식회사 문깡
1973,한국단열
1974,피에스솔루션
1975,(주)에이씨티인터내셔널
1976,주식회사 브릴위즈
1977,(주)투더문
1978,주식회사미래교육캠퍼스
1979,키즈특공대
1980,서경타니골프앤리조트주식회사
1981,의귀마을영농조합법인
1982,(주)제이비즈
1983,대한예수교장로회드림교회
1984,주식회사메디파나
1985,주식회사아누리
1986,문화예술협동조합보이고
1987,㈜한국자격검정평가진흥원
1988,이케이맨파워주식회사
1989,㈜엠제이플렉스
1990,한국영상자료원
1991,흐름
1992,에스휴먼㈜
1993,동탄사진관 시안
1994,대구.경북섬유직물공업협동조합
1995,한길종합건설주식회사
1996,일호종합건설 주식회사
1997,(재)양산시복지재단
1998,국립한글박물관
1999,청주대학교
2000,아트리움모리(ArtriumMORI)
2001,화도진도서관
